000,1.9146,1.5073,0.5260
001,1.5401,1.4390,0.6220
002,1.5098,1.4045,0.6510
003,1.3959,1.3904,0.6760
004,1.3363,1.3835,0.6830
005,1.3306,1.3790,0.6900
006,1.1695,1.3789,0.6960
007,1.1775,1.3799,0.6950
008,1.3139,1.3826,0.6970
009,1.3121,1.3855,0.6940
010,1.2409,1.3893,0.6810
011,1.1802,1.3940,0.6810
012,1.1325,1.3996,0.6840
013,1.2011,1.4069,0.6720
014,1.0909,1.4148,0.6620
015,1.1150,1.4227,0.6580
016,1.1279,1.4280,0.6520
017,1.0650,1.4319,0.6520
018,1.2246,1.4368,0.6510
019,1.0249,1.4419,0.6540
020,1.1278,1.4481,0.6430
021,1.1195,1.4533,0.6360
022,1.1135,1.4572,0.6320
023,1.1272,1.4567,0.6290
024,1.0035,1.4530,0.6310
025,1.2360,1.4490,0.6360
026,1.0105,1.4460,0.6320
027,1.1108,1.4452,0.6260
028,1.1172,1.4454,0.6270
029,1.0723,1.4474,0.6170
030,1.0618,1.4523,0.6130
031,1.1266,1.4602,0.5990
032,0.9886,1.4714,0.5930
033,1.0865,1.4806,0.5820
034,0.9998,1.4948,0.5660
035,1.2046,1.5058,0.5530
036,1.0882,1.5115,0.5490
037,0.9978,1.5103,0.5540
038,1.1722,1.5030,0.5560
039,1.0456,1.4950,0.5710
040,0.9630,1.4903,0.5780
041,1.0909,1.4865,0.5840
042,1.1108,1.4854,0.5840
043,1.1425,1.4831,0.5750
044,1.1863,1.4804,0.5830
045,1.1289,1.4774,0.5820
046,1.0647,1.4750,0.5800
047,1.1890,1.4728,0.5800
048,1.1356,1.4715,0.5850
049,1.1202,1.4700,0.5920
050,1.0568,1.4705,0.5890
051,1.0476,1.4716,0.5960
052,1.0273,1.4677,0.6040
053,1.0746,1.4676,0.6090
054,0.9704,1.4674,0.6110
055,1.0851,1.4681,0.6090
056,1.1125,1.4723,0.5970
057,1.1430,1.4717,0.5990
058,1.2766,1.4705,0.6060
059,1.1140,1.4696,0.6040
060,0.9984,1.4620,0.6120
061,1.1429,1.4544,0.6240
062,1.0866,1.4497,0.6240
063,1.0590,1.4527,0.6110
064,1.1091,1.4600,0.6090
065,1.0588,1.4723,0.6090
066,0.9852,1.4868,0.5980
067,1.1638,1.4991,0.5850
068,1.1792,1.5057,0.5750
069,1.0867,1.5118,0.5730
070,1.1012,1.5133,0.5610
071,1.0820,1.5150,0.5570
072,1.0698,1.5172,0.5560
073,1.1267,1.5187,0.5500
074,1.0744,1.5207,0.5420
075,1.0481,1.5204,0.5380
076,1.1425,1.5155,0.5560
077,1.0993,1.5107,0.5580
078,1.0876,1.5060,0.5710
079,1.0741,1.5052,0.5620
080,1.0703,1.5059,0.5660
081,1.0831,1.5063,0.5680
082,1.0098,1.5024,0.5630
083,1.2246,1.4883,0.5760
084,1.1244,1.4752,0.5830
085,1.1764,1.4650,0.5920
086,0.9941,1.4624,0.5940
087,1.0047,1.4639,0.5790
088,1.1402,1.4667,0.5800
089,1.2306,1.4732,0.5670
090,1.0518,1.4788,0.5600
091,1.0164,1.4833,0.5670
092,1.1289,1.4808,0.5860
093,1.0497,1.4836,0.5860
094,1.0218,1.4801,0.5830
095,1.0851,1.4753,0.5780
096,1.0613,1.4729,0.5770
097,1.0916,1.4738,0.5790
098,1.2854,1.4741,0.5900
099,1.0584,1.4794,0.5780
100,1.0959,1.4861,0.5700
101,1.0271,1.4929,0.5630
102,1.2252,1.4970,0.5600
103,0.9737,1.4991,0.5690
104,1.0130,1.4964,0.5690
105,1.0277,1.4938,0.5730
106,1.1167,1.4927,0.5630
