000,1.7819,1.7919,0.1820
001,1.8184,1.7942,0.0770
002,1.8100,1.7954,0.0770
003,1.8845,1.7952,0.0770
004,1.8318,1.7957,0.0780
005,1.7900,1.7963,0.0960
006,1.9319,1.7971,0.1050
007,1.7624,1.7976,0.1090
008,1.8176,1.7980,0.1260
009,1.9341,1.7981,0.1380
010,1.8518,1.7981,0.1370
011,1.8593,1.7981,0.1410
012,2.0554,1.7978,0.1420
013,1.7858,1.7975,0.1390
014,1.8227,1.7975,0.1290
015,1.8473,1.7974,0.1320
016,1.7969,1.7978,0.1220
017,1.8578,1.7980,0.1210
018,1.7620,1.7987,0.1030
019,1.8510,1.7994,0.0930
020,1.7866,1.8005,0.0840
021,1.8010,1.8016,0.0800
022,1.8082,1.8028,0.0770
023,1.8063,1.8043,0.0770
024,1.8091,1.8055,0.0770
025,1.7835,1.8066,0.0770
026,1.8555,1.8066,0.0770
027,1.7722,1.8064,0.0770
028,1.8272,1.8061,0.0770
029,1.7986,1.8063,0.0770
030,1.7994,1.8063,0.0770
031,1.8005,1.8062,0.0770
032,1.8675,1.8054,0.0770
033,1.7919,1.8049,0.0770
034,1.7799,1.8042,0.0770
035,1.8254,1.8035,0.0770
036,1.8163,1.8027,0.0790
037,1.7830,1.8022,0.0790
038,1.7866,1.8015,0.0810
039,1.8394,1.8006,0.0820
040,1.7907,1.7999,0.0850
041,1.7940,1.7992,0.0960
042,1.7960,1.7984,0.1100
043,1.7998,1.7971,0.1480
044,1.8001,1.7963,0.1540
045,1.7924,1.7954,0.1620
046,1.7943,1.7943,0.1630
047,1.8364,1.7936,0.1650
048,1.7918,1.7929,0.1670
049,1.8164,1.7925,0.1690
050,1.7987,1.7921,0.1690
051,1.8057,1.7919,0.1690
052,1.8015,1.7916,0.1690
053,1.7922,1.7913,0.1680
054,1.7944,1.7913,0.1670
055,1.8044,1.7916,0.1650
056,1.7951,1.7916,0.1650
057,1.8003,1.7917,0.1640
058,1.7876,1.7925,0.1610
059,1.7871,1.7932,0.1600
060,1.7864,1.7938,0.1570
061,1.7958,1.7948,0.1620
062,1.8238,1.7951,0.1620
063,1.8124,1.7949,0.1630
064,1.7962,1.7938,0.1540
065,1.8028,1.7933,0.1550
066,1.8287,1.7923,0.1560
067,1.8430,1.7905,0.1560
068,1.7939,1.7900,0.1590
069,1.7774,1.7911,0.1600
070,1.7968,1.7955,0.1580
071,1.7866,1.7951,0.1690
072,1.8248,1.8039,0.1900
073,1.7968,1.8170,0.1900
074,1.8652,1.8835,0.1910
075,1.7998,1.8734,0.1900
076,1.8042,1.8614,0.1840
077,1.8010,1.8349,0.1800
078,1.7878,1.8155,0.1790
079,1.7932,1.8022,0.1780
080,1.7866,1.7964,0.1810
081,1.7958,1.7974,0.1800
082,1.7924,1.7964,0.1770
083,1.8009,1.7959,0.1350
084,1.7851,1.7959,0.1110
085,1.9213,1.7984,0.0940
086,1.8386,1.8318,0.0880
087,1.7951,1.9923,0.0950
088,1.8260,2.1389,0.0970
089,1.7947,2.1149,0.0930
090,1.8039,2.0449,0.0940
091,1.8052,1.9370,0.1010
092,1.8140,1.8483,0.0960
093,1.7923,1.8122,0.0970
094,1.7861,1.8000,0.0990
095,1.8016,1.7979,0.0930
096,1.8024,1.7952,0.1040
097,1.7814,1.7942,0.1110
098,1.8020,1.7925,0.1250
099,1.7826,1.7916,0.1280
100,1.7889,1.7920,0.1220
101,1.7894,1.7927,0.1210
102,1.7977,1.7927,0.1290
103,1.8058,1.7921,0.1270
104,1.8240,1.7911,0.1390
105,1.7936,1.7901,0.1530
106,1.7760,1.7897,0.1620
107,1.8244,1.7897,0.1540
108,1.7774,1.7896,0.1530
109,1.7858,1.7891,0.1660
110,1.8012,1.7887,0.1690
111,1.7695,1.7888,0.1740
112,1.7938,1.7893,0.1750
113,1.7847,1.7899,0.1500
114,1.9360,1.7912,0.1670
115,1.7749,1.7953,0.1420
116,1.9009,1.7937,0.1410
117,2.2247,1.7962,0.1260
118,1.8948,1.8490,0.1060
119,1.7935,2.0589,0.1100
120,1.7913,2.3602,0.1080
121,1.7918,2.3371,0.1260
122,1.7922,2.4853,0.1320
123,1.8020,2.1661,0.1340
124,1.8042,2.1136,0.1160
125,1.8008,1.9613,0.1050
126,1.7750,1.8682,0.0980
127,1.7882,1.8179,0.1160
128,1.7974,1.8036,0.1050
129,1.7914,1.7935,0.1020
130,1.7893,1.7946,0.0930
131,1.7915,1.7956,0.1770
132,1.7833,1.7962,0.1740
133,1.8048,1.7957,0.1730
134,1.7836,1.7949,0.1740
135,1.7938,1.7925,0.1730
136,1.7725,1.7917,0.1770
137,1.7848,1.7911,0.1780
138,1.8199,1.7915,0.1790
139,1.7921,1.7919,0.1770
140,1.8223,1.7924,0.1770
141,1.9812,1.7951,0.1770
142,1.7921,1.8049,0.1690
143,1.8078,1.8295,0.1720
144,1.7829,1.8635,0.1720
145,1.7999,1.8875,0.1740
146,1.8202,1.9114,0.1740
147,1.7872,1.9179,0.1740
148,1.8030,1.8833,0.1770
149,1.7988,1.8412,0.1760
150,1.7759,1.8227,0.1750
151,1.7925,1.8094,0.1730
152,1.8217,1.8098,0.1690
153,1.7791,1.8092,0.1660
154,1.7763,1.8076,0.1660
155,1.8328,1.8081,0.1670
156,1.9679,1.8070,0.1660
157,1.7964,1.8050,0.1670
158,1.7880,1.8027,0.1670
159,1.8074,1.8014,0.1460
160,1.7928,1.8013,0.0870
161,1.7925,1.8011,0.0810
162,1.8020,1.8017,0.0770
163,1.7981,1.8024,0.0770
164,1.8154,1.8038,0.0770
165,1.8787,1.8037,0.0790
166,1.9183,1.8007,0.0760
167,1.8011,1.8041,0.0750
168,1.7963,1.8209,0.0740
169,1.7881,1.8214,0.0730
170,1.8141,1.8127,0.0750
171,1.7709,1.8055,0.0790
172,1.8070,1.8036,0.0790
173,1.7784,1.8041,0.0780
174,1.7860,1.8046,0.0790
175,1.7992,1.8048,0.0820
176,1.7802,1.8050,0.0800
177,2.0268,1.8043,0.0820
178,1.7938,1.8036,0.0840
179,1.7719,1.8028,0.0830
180,1.7869,1.8017,0.0840
181,1.7889,1.8006,0.0850
182,1.9765,1.8057,0.0760
183,1.9013,1.9689,0.0760
184,1.7971,2.3696,0.0860
185,1.7968,2.4749,0.1020
186,1.7929,2.3920,0.0690
187,1.8584,2.2442,0.0670
188,1.8048,2.0977,0.0720
189,1.7648,1.9591,0.0730
190,1.7827,1.8654,0.0730
191,1.7744,1.8214,0.0830
192,1.7964,1.8158,0.0830
193,1.8072,1.8046,0.0870
194,1.9270,1.8209,0.0930
195,1.7942,1.8365,0.0970
196,1.8130,1.8252,0.0950
197,1.8172,1.8197,0.0930
198,1.8082,1.8143,0.0930
199,1.8340,1.8039,0.0900
200,1.7891,1.7989,0.0880
201,1.8046,1.8011,0.0940
202,1.7974,1.8043,0.0920
203,1.8154,1.8082,0.0930
204,1.8600,1.8098,0.0910
205,1.7861,1.8104,0.0860
206,1.7985,1.8109,0.0800
207,1.8038,1.8102,0.0800
208,1.8124,1.8100,0.0800
209,1.8066,1.8105,0.0800
210,1.8076,1.8108,0.0780
