000,1.5806,1.2711,0.4130
001,1.4191,1.2545,0.4130
002,1.7863,1.1757,0.4130
003,1.7791,1.1779,0.4070
004,1.4875,1.1736,0.4070
005,1.9367,1.1675,0.4070
006,1.9416,1.1673,0.4130
007,1.7187,1.1720,0.4130
008,1.4232,1.1759,0.4130
009,1.7582,1.1769,0.4130
010,1.6501,1.1760,0.4130
011,1.9967,1.1735,0.4130
012,1.6275,1.1712,0.4130
013,1.7632,1.1709,0.4130
014,1.7348,1.1708,0.4130
015,1.4486,1.1684,0.4130
016,1.7819,1.1671,0.4070
017,1.8378,1.1666,0.4070
018,1.5554,1.1671,0.4070
019,1.8327,1.1674,0.4070
020,1.7455,1.1681,0.4070
021,1.7859,1.1681,0.4070
022,1.7021,1.1677,0.4070
023,1.5503,1.1679,0.4070
024,1.6864,1.1676,0.4070
025,1.5285,1.1673,0.4070
026,1.7481,1.1672,0.4070
027,1.5286,1.1670,0.4070
028,1.5218,1.1666,0.4070
029,1.9830,1.1672,0.4130
030,1.7722,1.1695,0.4130
031,1.4738,1.1761,0.4130
032,1.9123,1.1863,0.4130
033,1.5939,1.1975,0.4130
034,1.7789,1.2078,0.4130
035,1.8724,1.2115,0.4130
036,1.7539,1.2018,0.4130
037,1.6310,1.1784,0.4130
038,1.7158,1.1707,0.4130
039,1.9474,1.1699,0.4130
040,1.7641,1.1694,0.4130
041,1.8528,1.1684,0.4130
042,1.6631,1.1679,0.4130
043,1.4023,1.1681,0.4130
044,1.6781,1.1698,0.4130
045,1.6307,1.1722,0.4130
046,1.5973,1.1728,0.4130
047,1.8011,1.1749,0.4130
048,1.4752,1.1728,0.4130
049,1.8864,1.1709,0.4130
050,1.5172,1.1685,0.4130
051,1.8087,1.1681,0.4130
052,1.7606,1.1675,0.4130
053,1.6673,1.1673,0.4130
054,1.8760,1.1668,0.4070
055,1.5541,1.1668,0.4070
056,1.6671,1.1666,0.4070
057,1.7778,1.1668,0.4070
058,1.5789,1.1673,0.4070
059,1.4779,1.1675,0.4070
060,1.7577,1.1671,0.4070
061,1.5439,1.1666,0.4070
062,1.8931,1.1668,0.4070
063,1.7508,1.1688,0.4130
064,1.7008,1.1689,0.4130
065,1.6558,1.1671,0.4070
066,1.5977,1.1682,0.4070
067,1.7359,1.1725,0.4070
068,1.5161,1.1777,0.4070
069,1.9267,1.1768,0.4070
070,1.6956,1.1717,0.4070
071,1.8471,1.1668,0.4070
072,1.7355,1.1670,0.4070
073,1.5710,1.1682,0.4130
074,1.8129,1.1691,0.4130
075,1.6106,1.1672,0.4130
076,1.6543,1.1666,0.4070
077,1.9603,1.1670,0.4070
078,1.8808,1.1675,0.4070
079,1.9250,1.1675,0.4070
080,1.7168,1.1666,0.4070
081,1.5736,1.1669,0.4070
082,1.7993,1.1684,0.4130
083,1.7642,1.1710,0.4130
084,1.5579,1.1762,0.4130
085,1.6956,1.1806,0.4130
086,1.5953,1.1806,0.4130
087,1.7154,1.1777,0.4130
088,1.7793,1.1753,0.4130
089,1.6890,1.1731,0.4130
090,1.6569,1.1719,0.4130
091,1.6289,1.1697,0.4130
092,1.6332,1.1680,0.4130
093,1.9808,1.1671,0.4070
094,1.9661,1.1674,0.4130
095,1.5314,1.1672,0.4130
096,1.6027,1.1667,0.4070
097,1.8406,1.1669,0.4070
098,1.7250,1.1666,0.4070
099,1.5832,1.1668,0.4070
100,1.5267,1.1675,0.4070
101,2.0605,1.1671,0.4070
102,1.3901,1.1667,0.4070
103,1.6505,1.1667,0.4070
104,1.6906,1.1678,0.4130
105,1.6840,1.1685,0.4130
106,1.7158,1.1763,0.4130
107,1.6969,1.1817,0.4130
108,1.7285,1.1934,0.4130
109,1.5621,1.1964,0.4130
110,1.8982,1.1815,0.4130
111,1.7502,1.1711,0.4130
112,1.5635,1.1707,0.4130
113,1.6597,1.1673,0.4130
114,1.8091,1.1669,0.4070
115,1.5903,1.1703,0.4070
116,1.6541,1.1702,0.4070
117,1.9223,1.1700,0.4070
118,1.7103,1.1689,0.4070
119,1.7032,1.1674,0.4070
120,1.6828,1.1668,0.4070
121,1.6896,1.1666,0.4070
122,1.4006,1.1672,0.4130
123,1.8002,1.1677,0.4130
124,1.8009,1.1677,0.4130
125,1.7452,1.1683,0.4130
126,1.8941,1.1688,0.4130
127,1.8121,1.1694,0.4130
128,1.6479,1.1686,0.4130
129,1.6298,1.1689,0.4130
130,1.6103,1.1680,0.4130
131,1.5633,1.1666,0.4070
132,1.6944,1.1694,0.4070
133,1.8632,1.1779,0.4070
134,1.6966,1.1731,0.4070
135,1.4568,1.1679,0.4070
136,1.8033,1.1675,0.4130
137,1.9145,1.1739,0.4130
138,1.7251,1.1807,0.4130
139,1.7386,1.1817,0.4130
140,1.7092,1.1783,0.4130
141,1.3101,1.1789,0.4130
142,1.6156,1.1765,0.4130
143,1.7306,1.1732,0.4130
144,1.7243,1.1695,0.4130
145,1.6829,1.1686,0.4130
146,1.6242,1.1667,0.4070
147,1.9069,1.1671,0.4070
148,1.3797,1.1668,0.4070
149,1.7482,1.1666,0.4070
150,1.7897,1.1671,0.4070
151,1.9108,1.1678,0.4070
152,1.3867,1.1670,0.4070
153,1.8899,1.1673,0.4130
154,1.6245,1.1767,0.4130
155,1.7527,1.1878,0.4130
156,1.6998,1.1942,0.4130
157,1.8888,1.1836,0.4130
158,1.9016,1.1749,0.4130
159,1.8601,1.1705,0.4130
160,1.6272,1.1680,0.4130
161,1.4665,1.1679,0.4130
